,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Category
RNU1-119P,0.027360895,-0.136641805,2.272870182,0,1,NA,Neutral
SCP2D1,0.030836438,-0.13664192,2.25733654,0,1,NA,Neutral
OR51D1,0.034725041,-0.136642041,2.241065394,0,1,NA,Neutral
RNU6-854P,0.170516314,-0.136737321,0.511402194,0,1,NA,Neutral
FAM99A,0.114575992,-0.137226335,1.020946968,0,1,NA,Neutral
OR51A10P,0.115749866,-0.137226871,1.138031413,0,1,NA,Neutral
RN7SL596P,0.153504147,-0.137671705,0.498926717,0,1,NA,Neutral
MTND1P28,0.045037224,-0.138034201,1.063690352,0,1,NA,Neutral
RNU1-34P,0.067095099,-0.138036496,2.170426497,0,1,NA,Neutral
OR6J1,0.05562299,-0.138036806,1.293622961,0,1,NA,Neutral
RNU6-145P,0.05972274,-0.138037149,1.348416697,0,1,NA,Neutral
RN7SL692P,0.059189536,-0.138037456,1.413340318,0,1,NA,Neutral
RN7SL814P,0.050042098,-0.13803749,1.422226323,0,1,NA,Neutral
MTND1P19,0.05994184,-0.138037544,1.892657888,0,1,NA,Neutral
RN7SKP135,0.072851425,-0.138037606,1.868164229,0,1,NA,Neutral
RNU6ATAC11P,0.108052361,-0.138090893,0.732043875,0,1,NA,Neutral
LINC01477,0.085087505,-0.138119758,0.985954554,0,1,NA,Neutral
MIR1226,0.078983849,-0.138130877,0.845681384,0,1,NA,Neutral
MRPS17P3,0.06974227,-0.139155411,0.848581148,0,1,NA,Neutral
COX6CP7,0.078421353,-0.139156176,0.871177921,0,1,NA,Neutral
OR10A5,0.084476363,-0.139163345,1.346739935,0,1,NA,Neutral
OR4N5,0.040100383,-0.139422523,1.786948937,0,1,NA,Neutral
CYP2AC1P,0.154698447,-0.13958835,0.578128298,0,1,NA,Neutral
GDF2,0.146916582,-0.139602211,0.77829784,0,1,NA,Neutral
RNU5D-2P,0.051299214,-0.139626143,2.999741087,0,1,NA,Neutral
MIR517A,0.03492997,-0.139628807,2.711821413,0,1,NA,Neutral
RN7SL423P,0.03638918,-0.139628884,2.702863026,0,1,NA,Neutral
RNU6-904P,0.032691192,-0.139633504,2.077689589,0,1,NA,Neutral
NPVF,0.040101786,-0.139634436,1.911189958,0,1,NA,Neutral
RN7SL475P,0.028240692,-0.139634907,1.815273117,0,1,NA,Neutral
OR2T3,0.033997954,-0.139634977,1.79997628,0,1,NA,Neutral
OR5AC1,0.037971266,-0.139635016,1.791346151,0,1,NA,Neutral
RPL32P23,0.033288341,-0.139635429,1.692819222,0,1,NA,Neutral
RNU6-960P,0.080206206,-0.139684606,1.565652857,0,1,NA,Neutral
OR9A1P,0.100578669,-0.14010134,0.690528616,0,1,NA,Neutral
MIR4306,0.118621389,-0.140104495,1.061061549,0,1,NA,Neutral
RNU6-132P,0.093474355,-0.140228427,0.730284187,0,1,NA,Neutral
RNU6-108P,0.061582233,-0.141025004,1.185507257,0,1,NA,Neutral
LINC01005,0.062785586,-0.141027635,1.487675854,0,1,NA,Neutral
DAZ2,0.053068755,-0.14102814,1.778457145,0,1,NA,Neutral
VDAC1P9,0.132908422,-0.141207631,0.59460771,0,1,NA,Neutral
TRAV11,0.123514148,-0.141209454,0.684814232,0,1,NA,Neutral
LINC01822,0.136579501,-0.141209635,0.697004932,0,1,NA,Neutral
RNU6-1068P,0.080971067,-0.142033484,0.823686652,0,1,NA,Neutral
COPS8P3,0.084249534,-0.142034249,0.848074123,0,1,NA,Neutral
OR2AT2P,0.065447997,-0.142039108,1.106887722,0,1,NA,Neutral
RN7SKP174,0.043960439,-0.142621698,2.420118062,0,1,NA,Neutral
OR2Q1P,0.053697389,-0.142625377,1.888424699,0,1,NA,Neutral
RNU6-657P,0.048245386,-0.142625792,1.775332522,0,1,NA,Neutral
OR6B1,0.04665333,-0.142626084,1.671255264,0,1,NA,Neutral
OR2Y1,0.041610961,-0.142626251,1.584949661,0,1,NA,Neutral
MIR6799,0.042309247,-0.142626253,1.583921401,0,1,NA,Neutral
IGKV2D-19,0.043369567,-0.142626255,1.582159735,0,1,NA,Neutral
MTCO3P35,0.048055309,-0.142626263,1.577147684,0,1,NA,Neutral
RBM22P6,0.036187324,-0.142626286,1.365764752,0,1,NA,Neutral
HMGB1P13,0.104680446,-0.142981832,0.766032616,0,1,NA,Neutral
MIR4507,0.118090166,-0.142982033,0.805497802,0,1,NA,Neutral
MIR1303,0.114682443,-0.142982134,0.830809791,0,1,NA,Neutral
MIR3691,0.131513437,-0.142982337,1.142857991,0,1,NA,Neutral
OR14J1,0.077388952,-0.143973993,1.134829231,0,1,NA,Neutral
RNU1-78P,0.080515451,-0.14397682,1.342984735,0,1,NA,Neutral
MIR625,0.081267459,-0.143978398,1.648045957,0,1,NA,Neutral
MTND2P20,0.154448185,-0.144202055,0.611010852,0,1,NA,Neutral
RNU6-1009P,0.104356636,-0.14448182,0.764345064,0,1,NA,Neutral
KCND3-IT1,0.105100076,-0.144487547,0.78562264,0,1,NA,Neutral
RN7SL155P,0.078722584,-0.144909112,0.723944207,0,1,NA,Neutral
LINC00905,0.085387709,-0.144911915,0.804087485,0,1,NA,Neutral
MIR1252,0.101098454,-0.144913646,0.872343965,0,1,NA,Neutral
RN7SL658P,0.116504191,-0.144917761,1.230850706,0,1,NA,Neutral
RNU4-33P,0.060799726,-0.145109355,1.88043427,0,1,NA,Neutral
RNU6-245P,0.171953778,-0.145276409,0.55877507,0,1,NA,Neutral
GAPDHP34,0.04449903,-0.145615192,2.05575187,0,1,NA,Neutral
RNU6-1174P,0.04386545,-0.145615282,1.243181587,0,1,NA,Neutral
FTH1P6,0.036807957,-0.145615699,1.927212917,0,1,NA,Neutral
RNU6-1085P,0.077748744,-0.145835221,0.905097535,0,1,NA,Neutral
PRM1,0.121468048,-0.145910356,0.747965992,0,1,NA,Neutral
OR1I1,0.076347493,-0.146847696,0.954504531,0,1,NA,Neutral
OR1L1,0.06601055,-0.146850441,1.060876102,0,1,NA,Neutral
RNU6-1020P,0.109777695,-0.147141595,0.978778443,0,1,NA,Neutral
ARL2BPP5,0.043271829,-0.147204199,2.999741154,0,1,NA,Neutral
MIR4455,0.046914794,-0.147204199,2.999741154,0,1,NA,Neutral
MIR512-2,0.047127221,-0.147204199,2.999741154,0,1,NA,Neutral
MIR513C,0.028858595,-0.147206621,2.74638903,0,1,NA,Neutral
MIR30D,0.036198308,-0.147207036,2.700243213,0,1,NA,Neutral
OR2AP1,0.035171239,-0.147209151,2.449868579,0,1,NA,Neutral
TCP11X3P,0.036590124,-0.147209213,2.442029901,0,1,NA,Neutral
MIR208B,0.024383125,-0.147211635,2.108820923,0,1,NA,Neutral
OSBPL9P5,0.030338395,-0.1472118,2.083510154,0,1,NA,Neutral
MIR569,0.167278503,-0.147239175,0.971526944,0,1,NA,Neutral
MTND5P31,0.130622219,-0.147624678,0.833428049,0,1,NA,Neutral
MIR6893,0.096707237,-0.147789378,0.742238419,0,1,NA,Neutral
OR5AC2,0.126183381,-0.147794653,1.843734047,0,1,NA,Neutral
RPLP1P10,0.061352316,-0.148603309,1.138009144,0,1,NA,Neutral
MTND4P10,0.057418447,-0.148604548,1.23692982,0,1,NA,Neutral
OR13G1,0.060712039,-0.148605494,1.348707456,0,1,NA,Neutral
ZNF123P,0.058439604,-0.148606192,1.490117394,0,1,NA,Neutral
LINC01442,0.062382578,-0.148606303,1.881446647,0,1,NA,Neutral
DUX4L45,0.053142853,-0.148606412,1.577563946,0,1,NA,Neutral
RNU6-524P,0.056721885,-0.148606505,1.663438648,0,1,NA,Neutral
SNORA63D,0.154711209,-0.149253764,0.46055542,0,1,NA,Neutral
RNU6-799P,0.07311112,-0.149724459,0.900009461,0,1,NA,Neutral
IQCF5-AS1,0.079385921,-0.149727727,1.023344374,0,1,NA,Neutral
RNU6ATAC30P,0.164641253,-0.149883839,0.56577005,0,1,NA,Neutral
MIR519E,0.039609436,-0.150194929,2.999741021,0,1,NA,Neutral
TSPY18P,0.01834416,-0.150195462,2.999741021,0,1,NA,Neutral
RNU2-56P,0.083345641,-0.150196499,2.833038542,0,1,NA,Neutral
COX6CP15,0.039923318,-0.150197799,2.685145019,0,1,NA,Neutral
MIR4803,0.049978039,-0.150200062,2.398474845,0,1,NA,Neutral
RNU6-715P,0.040725713,-0.150201253,2.225240744,0,1,NA,Neutral
OR5F2P,0.028769392,-0.150202062,2.09328578,0,1,NA,Neutral
DAZ1,0.029336515,-0.150202075,2.091003971,0,1,NA,Neutral
RNU6-71P,0.041791853,-0.150202293,2.052679516,0,1,NA,Neutral
RNU6-1119P,0.032311348,-0.150203901,1.695642892,0,1,NA,Neutral
IGHVIII-25-1,0.042310908,-0.150203963,1.676219155,0,1,NA,Neutral
RNU6-1084P,0.033570371,-0.150204881,1.511767569,0,1,NA,Neutral
RPL19P1,0.063080938,-0.151593873,1.235965925,0,1,NA,Neutral
LINC01654,0.054551637,-0.151595742,1.423131581,0,1,NA,Neutral
MIR4713,0.069541396,-0.15159671,1.653341927,0,1,NA,Neutral
MIR4667,0.081731895,-0.152596776,0.740593913,0,1,NA,Neutral
RN7SL104P,0.121161231,-0.152602094,0.867519727,0,1,NA,Neutral
RN7SL164P,0.092045467,-0.152603028,0.898470536,0,1,NA,Neutral
LINC00851,0.078332376,-0.152603106,0.901237508,0,1,NA,Neutral
RPS3AP35,0.144590967,-0.152697109,0.520827252,0,1,NA,Neutral
TSPY24P,0.053991083,-0.152727961,1.103876092,0,1,NA,Neutral
SLC4A1APP2,0.061790463,-0.153193583,2.014054337,0,1,NA,Neutral
OR10K2,0.044668943,-0.153194442,1.783228304,0,1,NA,Neutral
MBD3L3,0.047526165,-0.153194458,1.777257512,0,1,NA,Neutral
MTCYBP31,0.050264553,-0.153194701,1.66848085,0,1,NA,Neutral
MTCYBP20,0.040796365,-0.153194759,1.428707529,0,1,NA,Neutral
MTCO3P39,0.039680543,-0.153194825,1.505338187,0,1,NA,Neutral
MIR30E,0.123552259,-0.153564433,1.104325025,0,1,NA,Neutral
RNU6-878P,0.063309073,-0.153636838,0.898591125,0,1,NA,Neutral
MGAT4D,0.148688179,-0.154452905,0.54228864,0,1,NA,Neutral
IGKV1-22,0.074309205,-0.154539074,1.018926167,0,1,NA,Neutral
SNORD114-25,0.079652538,-0.154543754,1.230804007,0,1,NA,Neutral
GABRG3-AS1,0.069961428,-0.154544574,1.290020239,0,1,NA,Neutral
LINC02431,0.068394339,-0.154545856,1.41676068,0,1,NA,Neutral
RN7SL666P,0.107883354,-0.154546648,1.543627526,0,1,NA,Neutral
TRBV24OR9-2,0.064974956,-0.154546773,1.572417724,0,1,NA,Neutral
RN7SL598P,0.072121481,-0.154547206,1.759209645,0,1,NA,Neutral
MIR606,0.10618007,-0.155062764,0.76701242,0,1,NA,Neutral
MIR6754,0.089193087,-0.155478135,0.782610401,0,1,NA,Neutral
LINC02401,0.09325515,-0.155478861,0.802536297,0,1,NA,Neutral
RNY3,0.093897973,-0.155481732,0.902828294,0,1,NA,Neutral
MIR4655,0.105495194,-0.155482304,0.928773435,0,1,NA,Neutral
RNU2-72P,0.087549647,-0.15548494,1.101292113,0,1,NA,Neutral
MIR374A,0.111642365,-0.15548673,1.405967491,0,1,NA,Neutral
MIR3200,0.043753873,-0.156183485,1.244340805,0,1,NA,Neutral
RNU6-666P,0.051235643,-0.156184079,2.031451061,0,1,NA,Neutral
LINC01720,0.053347479,-0.15618491,1.666359685,0,1,NA,Neutral
MTND5P6,0.162962276,-0.156235024,0.746102714,0,1,NA,Neutral
RNU6-339P,0.090947471,-0.156398636,0.874593264,0,1,NA,Neutral
MEF2C-AS2,0.113886558,-0.156508722,0.618914544,0,1,NA,Neutral
RPL7AP25,0.114736454,-0.156511187,0.680818496,0,1,NA,Neutral
RNU6-562P,0.116979059,-0.156512688,0.731247037,0,1,NA,Neutral
OR52E7P,0.14138787,-0.157418772,1.08001309,0,1,NA,Neutral
MIR124-2,0.020664787,-0.157772984,2.999741087,0,1,NA,Neutral
OR10J7P,0.039997343,-0.157772984,2.999741087,0,1,NA,Neutral
RNU6-967P,0.017411639,-0.157772984,2.999741087,0,1,NA,Neutral
RPL32P35,0.047821843,-0.157772984,2.999741087,0,1,NA,Neutral
MTATP6P7,0.033698095,-0.157777819,2.457659043,0,1,NA,Neutral
AK6P1,0.106237918,-0.158355337,0.724398311,0,1,NA,Neutral
MOXD2P,0.106783231,-0.15836076,0.929252247,0,1,NA,Neutral
MIR301A,0.123620959,-0.158362048,1.022279435,0,1,NA,Neutral
MIR3678,0.059890561,-0.15916976,1.057399877,0,1,NA,Neutral
VN1R104P,0.057506503,-0.159172734,1.236048593,0,1,NA,Neutral
RNU1-57P,0.064108843,-0.159174108,2.179272584,0,1,NA,Neutral
DEFB135,0.062512938,-0.159175123,1.659382641,0,1,NA,Neutral
VENTXP2,0.16570083,-0.15946929,0.741397262,0,1,NA,Neutral
RNU6-784P,0.074693928,-0.160288628,0.824315842,0,1,NA,Neutral
MTCO3P4,0.084615058,-0.160295516,1.022301333,0,1,NA,Neutral
MIR361,0.08720812,-0.160299627,1.288091379,0,1,NA,Neutral
OR4F2P,0.065224122,-0.1603006,1.423867418,0,1,NA,Neutral
RNU2-64P,0.09882564,-0.160301264,1.642418857,0,1,NA,Neutral
SNORD115-1,0.049593164,-0.160763716,2.999740956,0,1,NA,Neutral
RNU6-732P,0.05379716,-0.160767017,2.630320859,0,1,NA,Neutral
RNU6-700P,0.037962181,-0.160772253,1.917686479,0,1,NA,Neutral
IGHVIII-82,0.044386512,-0.160772316,1.903171902,0,1,NA,Neutral
RNU6-1260P,0.038408459,-0.160773075,1.684625016,0,1,NA,Neutral
MTND6P25,0.040339604,-0.160773378,1.502250736,0,1,NA,Neutral
RN7SKP125,0.041897491,-0.160773379,1.500156975,0,1,NA,Neutral
RN7SL581P,0.152658175,-0.16123658,0.780667336,0,1,NA,Neutral
MIR5579,0.125059298,-0.161239552,0.960667835,0,1,NA,Neutral
OR10AA1P,0.10568337,-0.161240896,1.146091287,0,1,NA,Neutral
LPCAT2BP,0.081755241,-0.161893021,0.782342246,0,1,NA,Neutral
PCGEM1,0.148589372,-0.162089538,0.764537404,0,1,NA,Neutral
VN1R3,0.064388143,-0.162158416,1.058398676,0,1,NA,Neutral
OR2U1P,0.078593854,-0.162163449,1.343122074,0,1,NA,Neutral
PTGES3P5,0.067221348,-0.162165049,1.56817522,0,1,NA,Neutral
HNRNPA1P17,0.101147634,-0.162397562,0.678729067,0,1,NA,Neutral
RNGTTP1,0.163160023,-0.163134528,0.663995832,0,1,NA,Neutral
CABP2,0.088439367,-0.163166719,0.803013846,0,1,NA,Neutral
MIR548I2,0.120803274,-0.163167483,0.819799591,0,1,NA,Neutral
TRIM42,0.099251869,-0.16316957,0.872392093,0,1,NA,Neutral
MTND5P16,0.098887891,-0.163172152,0.956896321,0,1,NA,Neutral
MRPS21P8,0.11092631,-0.163174952,1.093690449,0,1,NA,Neutral
SNORD114-13,0.100442178,-0.163177137,1.286267742,0,1,NA,Neutral
SNORD114-7,0.116289231,-0.163178192,1.848253491,0,1,NA,Neutral
RN7SKP103,0.046664812,-0.163762223,2.044757433,0,1,NA,Neutral
TRAV9-1,0.049011808,-0.163763135,1.776980067,0,1,NA,Neutral
PRY,0.044490165,-0.163763306,1.677260413,0,1,NA,Neutral
SLC9B1P1,0.046707255,-0.163763362,1.579662031,0,1,NA,Neutral
IL3,0.114268022,-0.164066523,0.728369951,0,1,NA,Neutral
RN7SL847P,0.103770227,-0.164160412,0.647042171,0,1,NA,Neutral
RN7SL143P,0.123785796,-0.164170663,1.236945322,0,1,NA,Neutral
RN7SKP169,0.060722995,-0.165108191,1.061934801,0,1,NA,Neutral
MRPS21P7,0.075228315,-0.165110181,1.139405671,0,1,NA,Neutral
NEK4P2,0.060985874,-0.165184275,1.026486819,0,1,NA,Neutral
RPL12P34,0.085510983,-0.165191136,1.285441736,0,1,NA,Neutral
RN7SKP56,0.142186922,-0.165472678,0.613084066,0,1,NA,Neutral
TATDN2P1,0.15273713,-0.165482117,0.586442666,0,1,NA,Neutral
OR1L4,0.170036329,-0.165499284,1.07239737,0,1,NA,Neutral
OR13C5,0.140870625,-0.165944009,0.615685123,0,1,NA,Neutral
MIR548S,0.114734841,-0.166053419,1.138806937,0,1,NA,Neutral
MRPL2P1,0.170659829,-0.166299109,0.673731493,0,1,NA,Neutral
RNU6-644P,0.161803076,-0.166322504,0.542449456,0,1,NA,Neutral
RPS20P25,0.057675926,-0.16675211,1.290332508,0,1,NA,Neutral
CDRT15L2,0.043499971,-0.166752995,1.429056683,0,1,NA,Neutral
LINC00558,0.054270388,-0.166753488,1.772021121,0,1,NA,Neutral
RNU6-115P,0.062836509,-0.166753527,1.656166691,0,1,NA,Neutral
MIR151A,0.086832504,-0.166959109,0.830579527,0,1,NA,Neutral
MTCO3P16,0.128604791,-0.167117311,0.788213732,0,1,NA,Neutral
RNU6-527P,0.138578103,-0.167120339,0.908595629,0,1,NA,Neutral
RNU6-919P,0.161223476,-0.167317643,0.637429716,0,1,NA,Neutral
LINC00314,0.119217402,-0.167363311,1.062035197,0,1,NA,Neutral
LINC01533,0.137290314,-0.167425751,0.724339717,0,1,NA,Neutral
MTATP6P18,0.074903983,-0.167979283,0.872384272,0,1,NA,Neutral
MTCYBP15,0.076909585,-0.167981786,0.926843895,0,1,NA,Neutral
LINC00850,0.064562698,-0.1679831,0.960394859,0,1,NA,Neutral
MTND6P9,0.073986894,-0.167986204,1.059781399,0,1,NA,Neutral
MOS,0.126294644,-0.168118041,1.120593825,0,1,NA,Neutral
RN7SKP242,0.035920204,-0.16834177,2.999741021,0,1,NA,Neutral
MIR4288,0.042916289,-0.168341901,2.986468566,0,1,NA,Neutral
OR2J1,0.043860027,-0.168341951,2.981378327,0,1,NA,Neutral
RNU6-837P,0.056689053,-0.168342302,2.999741021,0,1,NA,Neutral
MIR518E,0.040183006,-0.168344699,2.684425029,0,1,NA,Neutral
RN7SKP195,0.040436237,-0.168344716,2.682471992,0,1,NA,Neutral
DEFB109B,0.030684766,-0.168350492,1.808770438,0,1,NA,Neutral
RNU6-111P,0.033507894,-0.168351922,1.511147056,0,1,NA,Neutral
ADAM30,0.157346749,-0.168515012,0.641281645,0,1,NA,Neutral
LSP1P1,0.114774375,-0.168743268,0.620501297,0,1,NA,Neutral
APOC4,0.095061075,-0.168918216,0.658960598,0,1,NA,Neutral
MTCO2P15,0.104988503,-0.168925889,0.829900852,0,1,NA,Neutral
RN7SL680P,0.124294887,-0.168931888,1.23246447,0,1,NA,Neutral
RN7SKP42,0.059159143,-0.168957321,1.41869214,0,1,NA,Neutral
MIR3155A,0.16363339,-0.169380767,0.581038596,0,1,NA,Neutral
RN7SKP145,0.056575542,-0.16973671,1.023283811,0,1,NA,Neutral
TRMT112P2,0.050597057,-0.169737745,1.062997605,0,1,NA,Neutral
MIR6827,0.062168754,-0.169738512,1.09630206,0,1,NA,Neutral
MTCO1P5,0.075285735,-0.169740108,1.18058544,0,1,NA,Neutral
RNU6-255P,0.067000307,-0.169740883,1.232173297,0,1,NA,Neutral
RNU6-726P,0.06380186,-0.16974092,1.234849885,0,1,NA,Neutral
ZNF705D,0.062479096,-0.169740926,1.235253591,0,1,NA,Neutral
TAAR8,0.093878016,-0.169742594,1.395978349,0,1,NA,Neutral
RN7SKP283,0.067913506,-0.169742952,2.176055452,0,1,NA,Neutral
RN7SL623P,0.106757958,-0.170016615,0.724850314,0,1,NA,Neutral
LINC02103,0.127203334,-0.170081535,0.860423834,0,1,NA,Neutral
SLIT1-AS1,0.073213275,-0.170860479,0.930689741,0,1,NA,Neutral
OR2AT4,0.072581272,-0.170861493,0.959904832,0,1,NA,Neutral
LINC02349,0.087441983,-0.170863353,1.022933577,0,1,NA,Neutral
GPR50-AS1,0.058810063,-0.170868657,1.365102871,0,1,NA,Neutral
MIR1283-1,0.044872921,-0.171335478,2.66695056,0,1,NA,Neutral
PPP1R10P1,0.049615718,-0.17133829,2.402793821,0,1,NA,Neutral
RNU6-214P,0.058299695,-0.171338452,2.379239545,0,1,NA,Neutral
RNU6-328P,0.043096538,-0.17133944,2.225107603,0,1,NA,Neutral
MTND2P23,0.045827519,-0.171341717,1.673548887,0,1,NA,Neutral
RN7SL845P,0.157307625,-0.171678586,0.593721472,0,1,NA,Neutral
COL11A2P1,0.156338963,-0.171706953,0.707231593,0,1,NA,Neutral
MTND5P19,0.105350677,-0.171814935,0.727710585,0,1,NA,Neutral
RPSAP23,0.116852423,-0.172110953,0.561967935,0,1,NA,Neutral
RPL23AP71,0.151247686,-0.172260595,0.428743547,0,1,NA,Neutral
KCNMA1-AS2,0.08549704,-0.172732466,1.40510663,0,1,NA,Neutral
RNU7-196P,0.081429288,-0.172732495,1.408103749,0,1,NA,Neutral
MIR618,0.072354172,-0.172734197,1.75841151,0,1,NA,Neutral
LRRC52,0.141083781,-0.173100162,0.734149053,0,1,NA,Neutral
SNORD113-2,0.152821166,-0.173115693,1.15122119,0,1,NA,Neutral
LINC02517,0.089475278,-0.173603946,1.0166182,0,1,NA,Neutral
PRAMEF4,0.118145879,-0.173742956,1.093435292,0,1,NA,Neutral
TAS2R39,0.099643259,-0.173745472,1.286749519,0,1,NA,Neutral
SNRPCP14,0.140160007,-0.174069686,0.499325291,0,1,NA,Neutral
MMP26,0.166138243,-0.174127668,0.794802377,0,1,NA,Neutral
MIR526B,0.053187956,-0.17433028,2.200033593,0,1,NA,Neutral
OR5I1,0.045594021,-0.174330977,2.05263157,0,1,NA,Neutral
RNU6-1220P,0.049484688,-0.174331579,1.420619276,0,1,NA,Neutral
RNU6-932P,0.044568312,-0.174331602,1.426794276,0,1,NA,Neutral
MTND2P6,0.052423426,-0.174331822,1.7719674,0,1,NA,Neutral
RPL12P40,0.056886776,-0.174331937,1.662446088,0,1,NA,Neutral
RPL7AP51,0.112912741,-0.174768057,0.76752554,0,1,NA,Neutral
MIR4522,0.068909191,-0.175669214,0.898341281,0,1,NA,Neutral
RNU6-815P,0.102865913,-0.1756825,2.535738057,0,1,NA,Neutral
LINC02501,0.061182952,-0.175683972,1.579428201,0,1,NA,Neutral
POTED,0.099207946,-0.175684549,1.737864034,0,1,NA,Neutral
KRTAP9-3,0.05235403,-0.175684635,1.788035766,0,1,NA,Neutral
TEX33,0.131040476,-0.176110258,0.626441532,0,1,NA,Neutral
MIR4516,0.141955123,-0.176323537,0.492643248,0,1,NA,Neutral
OR52U1P,0.099716427,-0.176609737,0.742269044,0,1,NA,Neutral
RNU5A-7P,0.126998287,-0.177109072,0.697075896,0,1,NA,Neutral
RPS27P26,0.052705263,-0.17731847,1.142295173,0,1,NA,Neutral
MIR217,0.075163348,-0.177318747,2.580061258,0,1,NA,Neutral
MIR3913-1,0.058334294,-0.177319783,1.23494356,0,1,NA,Neutral
LINC01760,0.050667413,-0.177319852,1.240720847,0,1,NA,Neutral
RNU6-1303P,0.063935935,-0.17732198,1.564954947,0,1,NA,Neutral
SNORD114-24,0.060186824,-0.17732202,1.891123533,0,1,NA,Neutral
CDH23-AS1,0.126811141,-0.177322083,1.611832995,0,1,NA,Neutral
MIR4319,0.159937253,-0.177729552,1.187940737,0,1,NA,Neutral
RNU6-902P,0.080352209,-0.178549251,0.925798772,0,1,NA,Neutral
MIR4711,0.087975133,-0.178552925,1.021018068,0,1,NA,Neutral
FSHB,0.076403142,-0.178553031,1.02430779,0,1,NA,Neutral
MIR4777,0.138766219,-0.178651962,0.53399814,0,1,NA,Neutral
RN7SL697P,0.149513643,-0.178758537,0.658854616,0,1,NA,Neutral
LINC01201,0.022457628,-0.178910557,2.999740956,0,1,NA,Neutral
MIR548F2,0.037251832,-0.178913346,2.698036955,0,1,NA,Neutral
MIR4643,0.047541808,-0.178913734,2.652430779,0,1,NA,Neutral
RNU6-462P,0.05240919,-0.178913873,2.635854432,0,1,NA,Neutral
MIR4307,0.052914779,-0.178913894,2.633337615,0,1,NA,Neutral
PDCL2P1,0.053529617,-0.178913906,2.631893694,0,1,NA,Neutral
RN7SKP39,0.057362368,-0.180304476,1.023276549,0,1,NA,Neutral
SYF2P1,0.053447151,-0.180307525,1.144313531,0,1,NA,Neutral
RNU7-46P,0.069477992,-0.180309103,1.233276072,0,1,NA,Neutral
LINC01519,0.063596981,-0.180309907,1.291280272,0,1,NA,Neutral
OR5H2,0.057340164,-0.180310623,1.354805763,0,1,NA,Neutral
FAM71B,0.077105325,-0.180311095,1.406179904,0,1,NA,Neutral
RNU7-125P,0.123234419,-0.180704666,0.624840523,0,1,NA,Neutral
NTRK3-AS1,0.132482691,-0.180720299,0.813009357,0,1,NA,Neutral
BIRC8,0.108764588,-0.180723524,0.712723831,0,1,NA,Neutral
RNU6-1088P,0.095257071,-0.181428985,0.955640143,0,1,NA,Neutral
RPS17P13,0.104741101,-0.181431104,1.020183702,0,1,NA,Neutral
MIR4290HG,0.093951632,-0.181431123,1.020819021,0,1,NA,Neutral
CYP2C60P,0.09996889,-0.181434762,1.182271253,0,1,NA,Neutral
CYP2A7P1,0.082577094,-0.181434859,1.18806976,0,1,NA,Neutral
MTND2P26,0.161447093,-0.181736304,0.526318389,0,1,NA,Neutral
RN7SL152P,0.112162481,-0.181840126,0.618668064,0,1,NA,Neutral
MIR520G,0.047949478,-0.181907111,2.409646718,0,1,NA,Neutral
ELL2P3,0.058530547,-0.181907314,2.37955008,0,1,NA,Neutral
LINC01739,0.038062221,-0.181908207,2.236495867,0,1,NA,Neutral
KRTAP4-5,0.032181407,-0.18190966,1.936206937,0,1,NA,Neutral
LINC01745,0.052405377,-0.181909823,1.890481056,0,1,NA,Neutral
RNU6-939P,0.045297744,-0.181910214,1.422928282,0,1,NA,Neutral
CYP2C61P,0.036193043,-0.18191031,1.692023435,0,1,NA,Neutral
SCGB1D1,0.040558474,-0.181910323,1.682582096,0,1,NA,Neutral
NUDT4B,0.129366975,-0.182163067,0.469384036,0,1,NA,Neutral
RNU6-1003P,0.106437803,-0.182420435,0.788944363,0,1,NA,Neutral
RN7SL96P,0.08258812,-0.183285486,0.867054924,0,1,NA,Neutral
SPACA5B,0.070063515,-0.183291543,0.986426997,0,1,NA,Neutral
SNRPGP12,0.074028839,-0.18329846,1.232745667,0,1,NA,Neutral
LINC01103,0.070123547,-0.183299423,1.289817605,0,1,NA,Neutral
OR12D1,0.07776035,-0.183300198,1.344831138,0,1,NA,Neutral
RNU1-140P,0.087471897,-0.183301559,1.475789842,0,1,NA,Neutral
SSX7,0.122082473,-0.183510527,0.864473528,0,1,NA,Neutral
RNU4-59P,0.15562579,-0.183747483,0.839887248,0,1,NA,Neutral
RNU6-49P,0.042566626,-0.184255078,1.428387133,0,1,NA,Neutral
MIR6761,0.12475922,-0.184291847,0.835668969,0,1,NA,Neutral
MIR519D,0.099176384,-0.184312597,1.188082515,0,1,NA,Neutral
RNU2-18P,0.170892468,-0.184459797,0.515820751,0,1,NA,Neutral
MTATP6P4,0.052462868,-0.184899182,1.291987858,0,1,NA,Neutral
KRTAP9-9,0.035470217,-0.184899667,2.077924846,0,1,NA,Neutral
MIR5704,0.061005068,-0.18490026,1.485325744,0,1,NA,Neutral
RBMY1J,0.048873217,-0.184900557,1.673599024,0,1,NA,Neutral
RNU6-212P,0.159229435,-0.18493793,0.541048736,0,1,NA,Neutral
MIR769,0.096697221,-0.184996075,0.760475856,0,1,NA,Neutral
RNU6-399P,0.153503761,-0.185253914,0.840018002,0,1,NA,Neutral
IGHD4-17,0.145069599,-0.185619002,0.90175802,0,1,NA,Neutral
RPSAP32,0.075587678,-0.186239678,0.955777557,0,1,NA,Neutral
KRTAP9-7,0.071235289,-0.186246388,1.142223497,0,1,NA,Neutral
